drug,indication,in_l1000_pool,ra_label
opigolix,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
opigolix,rheumatoid arthritis,False,out-of-pool (inert for the filter)
ordesekimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ordesekimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
otelixizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
otelixizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
otilimab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
otilimab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
oxaprozin,"Arthritis, Juvenile",True,known hit (approved)
oxaprozin,"Arthritis, Rheumatoid",True,known hit (approved)
oxaprozin,Osteoarthritis,True,known hit (approved)
oxaprozin,Rheumatic Diseases,True,known hit (approved)
oxaprozin,rheumatoid arthritis,True,known hit (approved)
ozoralizumab,"Arthritis, Rheumatoid",False,out-of-pool (inert for the filter)
ozoralizumab,rheumatoid arthritis,False,out-of-pool (inert for the filter)
paclitaxel,Adenocarcinoma,True,reported RA investigation (not approved)
paclitaxel,Adenocarcinoma of Lung,True,reported RA investigation (not approved)
paclitaxel,"Adenocarcinoma, Bronchiolo-Alveolar",True,reported RA investigation (not approved)
paclitaxel,Adrenal Cortex Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Anemia,True,reported RA investigation (not approved)
paclitaxel,Anus Neoplasms,True,reported RA investigation (not approved)
paclitaxel,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
paclitaxel,Biliary Tract Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Bone Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Brain Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Breast Carcinoma In Situ,True,reported RA investigation (not approved)
paclitaxel,Breast Neoplasms,True,reported RA investigation (not approved)
paclitaxel,"Breast Neoplasms, Male",True,reported RA investigation (not approved)
paclitaxel,Carcinoid Tumor,True,reported RA investigation (not approved)
paclitaxel,Carcinoma,True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Ductal",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Endometrioid",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Hepatocellular",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Intraductal, Noninfiltrating",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Large Cell",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Merkel Cell",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Neuroendocrine",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Ovarian Epithelial",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Pancreatic Ductal",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Renal Cell",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Small Cell",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Squamous Cell",True,reported RA investigation (not approved)
paclitaxel,"Carcinoma, Verrucous",True,reported RA investigation (not approved)
paclitaxel,Central Nervous System Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Cholangiocarcinoma,True,reported RA investigation (not approved)
paclitaxel,Colorectal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,"Constriction, Pathologic",True,reported RA investigation (not approved)
paclitaxel,Coronary Restenosis,True,reported RA investigation (not approved)
paclitaxel,"Cystadenoma, Serous",True,reported RA investigation (not approved)
paclitaxel,Digestive System Diseases,True,reported RA investigation (not approved)
paclitaxel,Endometrial Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Esophageal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Fallopian Tube Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Gallbladder Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Gastrointestinal Stromal Tumors,True,reported RA investigation (not approved)
paclitaxel,"Genital Neoplasms, Female",True,reported RA investigation (not approved)
paclitaxel,Gestational Trophoblastic Disease,True,reported RA investigation (not approved)
paclitaxel,Glioblastoma,True,reported RA investigation (not approved)
paclitaxel,Glioma,True,reported RA investigation (not approved)
paclitaxel,Gliosarcoma,True,reported RA investigation (not approved)
paclitaxel,HIV Infections,True,reported RA investigation (not approved)
paclitaxel,Head and Neck Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Hemangiosarcoma,True,reported RA investigation (not approved)
paclitaxel,Hereditary Breast and Ovarian Cancer Syndrome,True,reported RA investigation (not approved)
paclitaxel,Hodgkin Disease,True,reported RA investigation (not approved)
paclitaxel,Hypersensitivity,True,reported RA investigation (not approved)
paclitaxel,Hypopharyngeal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Inflammatory Breast Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Ischemia,True,reported RA investigation (not approved)
paclitaxel,"Keratosis, Actinic",True,reported RA investigation (not approved)
paclitaxel,Kidney Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Leukemia,True,reported RA investigation (not approved)
paclitaxel,"Leukemia, Lymphocytic, Chronic, B-Cell",True,reported RA investigation (not approved)
paclitaxel,Liver Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Lung Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Lymphoma,True,reported RA investigation (not approved)
paclitaxel,"Lymphoma, Non-Hodgkin",True,reported RA investigation (not approved)
paclitaxel,Melanoma,True,reported RA investigation (not approved)
paclitaxel,Mesothelioma,True,reported RA investigation (not approved)
paclitaxel,Mouth Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Multiple Myeloma,True,reported RA investigation (not approved)
paclitaxel,Nasopharyngeal Carcinoma,True,reported RA investigation (not approved)
paclitaxel,Nasopharyngeal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Neoplasm Metastasis,True,reported RA investigation (not approved)
paclitaxel,Neoplasms,True,reported RA investigation (not approved)
paclitaxel,"Neoplasms, Complex and Mixed",True,reported RA investigation (not approved)
paclitaxel,"Neoplasms, Cystic, Mucinous, and Serous",True,reported RA investigation (not approved)
paclitaxel,"Neoplasms, Germ Cell and Embryonal",True,reported RA investigation (not approved)
paclitaxel,Oropharyngeal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Ovarian Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Pain,True,reported RA investigation (not approved)
paclitaxel,Pancreatic Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Paraganglioma,True,reported RA investigation (not approved)
paclitaxel,Penile Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Peripheral Arterial Disease,True,reported RA investigation (not approved)
paclitaxel,Peripheral Nervous System Diseases,True,reported RA investigation (not approved)
paclitaxel,Peripheral Vascular Diseases,True,reported RA investigation (not approved)
paclitaxel,Peritoneal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Prostatic Hyperplasia,True,reported RA investigation (not approved)
paclitaxel,Prostatic Neoplasms,True,reported RA investigation (not approved)
paclitaxel,"Prostatic Neoplasms, Castration-Resistant",True,reported RA investigation (not approved)
paclitaxel,Psoriasis,True,reported RA investigation (not approved)
paclitaxel,Rectal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Retroviridae Infections,True,reported RA investigation (not approved)
paclitaxel,Salivary Gland Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Sarcoma,True,reported RA investigation (not approved)
paclitaxel,"Sarcoma, Kaposi",True,reported RA investigation (not approved)
paclitaxel,Sex Cord-Gonadal Stromal Tumors,True,reported RA investigation (not approved)
paclitaxel,Small Cell Lung Carcinoma,True,reported RA investigation (not approved)
paclitaxel,Squamous Cell Carcinoma of Head and Neck,True,reported RA investigation (not approved)
paclitaxel,Stomach Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Teratoma,True,reported RA investigation (not approved)
paclitaxel,Testicular Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Thymoma,True,reported RA investigation (not approved)
paclitaxel,"Thyroid Carcinoma, Anaplastic",True,reported RA investigation (not approved)
paclitaxel,Thyroid Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Triple Negative Breast Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Urethral Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Urinary Bladder Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Urogenital Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Uterine Cervical Dysplasia,True,reported RA investigation (not approved)
paclitaxel,Uterine Cervical Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Uterine Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Uveal Melanoma,True,reported RA investigation (not approved)
paclitaxel,Vaginal Neoplasms,True,reported RA investigation (not approved)
paclitaxel,Vulvar Neoplasms,True,reported RA investigation (not approved)
paracetamol,Abdominal Pain,True,reported RA investigation (not approved)
paracetamol,Acute Pain,True,reported RA investigation (not approved)
paracetamol,Ankle Fractures,True,reported RA investigation (not approved)
paracetamol,Anxiety,True,reported RA investigation (not approved)
paracetamol,"Arrhythmias, Cardiac",True,reported RA investigation (not approved)
paracetamol,Arthritis,True,reported RA investigation (not approved)
paracetamol,"Arthritis, Rheumatoid (investigational, not approved)",True,reported RA investigation (not approved)
paracetamol,Back Pain,True,reported RA investigation (not approved)
paracetamol,Borderline Personality Disorder,True,reported RA investigation (not approved)
paracetamol,Brain Concussion,True,reported RA investigation (not approved)
paracetamol,Brain Injuries,True,reported RA investigation (not approved)
paracetamol,Breast Neoplasms,True,reported RA investigation (not approved)
paracetamol,"Carcinoma, Non-Small-Cell Lung",True,reported RA investigation (not approved)
paracetamol,Chronic Pain,True,reported RA investigation (not approved)
paracetamol,Cleft Palate,True,reported RA investigation (not approved)
paracetamol,Common Cold,True,reported RA investigation (not approved)
paracetamol,Crohn Disease,True,reported RA investigation (not approved)
paracetamol,Delirium,True,reported RA investigation (not approved)
paracetamol,"Diabetes Mellitus, Type 1",True,reported RA investigation (not approved)
paracetamol,"Diabetes Mellitus, Type 2",True,reported RA investigation (not approved)
paracetamol,Diabetic Neuropathies,True,reported RA investigation (not approved)
paracetamol,Digestive System Diseases,True,reported RA investigation (not approved)
paracetamol,"Ductus Arteriosus, Patent",True,reported RA investigation (not approved)
paracetamol,Dysmenorrhea,True,reported RA investigation (not approved)
paracetamol,Fever,True,reported RA investigation (not approved)
paracetamol,"Fractures, Bone",True,reported RA investigation (not approved)
paracetamol,Glioma,True,reported RA investigation (not approved)
paracetamol,Glycogen Storage Disease Type II,True,reported RA investigation (not approved)
paracetamol,Graft vs Host Disease,True,reported RA investigation (not approved)
paracetamol,HIV Infections,True,reported RA investigation (not approved)
paracetamol,Headache,True,reported RA investigation (not approved)
paracetamol,Hemorrhage,True,reported RA investigation (not approved)
paracetamol,"Hepatitis B, Chronic",True,reported RA investigation (not approved)
paracetamol,Hypertension,True,reported RA investigation (not approved)
paracetamol,Hypertrophy,True,reported RA investigation (not approved)
paracetamol,Hypospadias,True,reported RA investigation (not approved)
paracetamol,Immune System Diseases,True,reported RA investigation (not approved)
paracetamol,Immunoglobulin G4-Related Disease,True,reported RA investigation (not approved)
paracetamol,Infections,True,reported RA investigation (not approved)
paracetamol,"Influenza, Human",True,reported RA investigation (not approved)
paracetamol,Intervertebral Disc Degeneration,True,reported RA investigation (not approved)
paracetamol,Kidney Calculi,True,reported RA investigation (not approved)
paracetamol,Kidney Diseases,True,reported RA investigation (not approved)
paracetamol,"Leukemia, Lymphocytic, Chronic, B-Cell",True,reported RA investigation (not approved)
paracetamol,"Leukemia, Mast-Cell",True,reported RA investigation (not approved)
paracetamol,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",True,reported RA investigation (not approved)
paracetamol,"Leukemia, Myeloid, Acute",True,reported RA investigation (not approved)
paracetamol,"Leukemia, T-Cell",True,reported RA investigation (not approved)
